"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"212","2000","12","Uttar Pradesh","Lalitpur","6041.0","50.04","23.86","17.78","6026.0","49.91","23.8","17.74","0.0","0.05","0.02","0.02","12073.0","47.68","35.54"
"212","2001","12","Uttar Pradesh","Lalitpur","6496.0","51.84","25.45","19.02","6027.0","48.09","23.61","17.65","0.0","0.07","0.04","0.03","12532.0","49.1","36.69"
"212","2002","12","Uttar Pradesh","Lalitpur","5910.0","50.81","24.89","18.58","5697.0","48.98","23.99","17.91","0.0","0.21","0.11","0.08","11632.0","48.98","36.57"
"212","2003","12","Uttar Pradesh","Lalitpur","6619.0","53.17","24.91","17.17","5724.0","45.98","21.54","14.85","0.0","0.84","0.4","0.27","12448.0","46.85","32.3"
"212","2004","12","Uttar Pradesh","Lalitpur","6651.0","53.52","23.92","16.58","5666.0","45.59","20.38","14.13","0.0","0.89","0.4","0.28","12428.0","44.71","30.98"
"212","2005","12","Uttar Pradesh","Lalitpur","6766.0","51.39","25.26","18.68","6267.0","47.6","23.4","17.3","0.0","1.01","0.5","0.37","13166.0","49.15","36.35"
"212","2006","12","Uttar Pradesh","Lalitpur","7629.0","54.66","28.23","20.22","6238.0","44.69","23.08","16.53","0.0","0.64","0.33","0.24","13957.0","51.64","36.99"
"212","2007","12","Uttar Pradesh","Lalitpur","5533.0","46.45","21.72","15.89","5391.0","45.26","21.16","15.48","0.0","8.29","3.88","2.84","11912.0","46.76","34.21"
"212","2008","12","Uttar Pradesh","Lalitpur","5770.0","44.22","20.22","13.16","5970.0","45.75","20.92","13.61","0.0","10.02","4.58","2.98","13048.0","45.71","29.75"
"212","2009","12","Uttar Pradesh","Lalitpur","5815.0","39.43","19.76","11.78","6869.0","46.57","23.34","13.92","0.0","14.0","7.02","4.18","14749.0","50.11","29.88"
"212","2010","12","Uttar Pradesh","Lalitpur","16122.0","50.98","53.51","30.88","13491.0","42.66","44.78","25.84","0.0","6.37","6.68","3.86","31626.0","104.97","60.57"
"212","2011","12","Uttar Pradesh","Lalitpur","21360.0","53.26","70.94","41.7","18077.0","45.07","60.03","35.29","0.0","1.67","2.23","1.31","40107.0","133.2","78.29"
"212","2012","12","Uttar Pradesh","Lalitpur","38290.0","70.64","126.79","73.67","14849.0","27.39","49.17","28.57","0.0","1.97","3.53","2.05","54206.0","179.49","104.29"
"212","2013","12","Uttar Pradesh","Lalitpur","54312.0","77.26","178.08","99.63","14059.0","20.0","46.1","25.79","0.0","2.74","6.31","3.53","70294.0","230.49","128.95"
"212","2014","12","Uttar Pradesh","Lalitpur","57971.0","74.15","190.71","106.18","16774.0","21.45","55.18","30.72","0.0","4.4","11.32","6.3","78185.0","257.21","143.21"
"212","2015","12","Uttar Pradesh","Lalitpur","53362.0","69.24","181.74","117.73","20005.0","25.96","68.13","44.14","0.0","4.8","12.59","8.15","77063.0","262.46","170.02"
"212","2016","12","Uttar Pradesh","Lalitpur","52874.0","67.79","178.98","106.8","20795.0","26.66","70.39","42.0","0.0","5.55","14.67","8.75","78002.0","264.03","157.56"
"212","2017","12","Uttar Pradesh","Lalitpur","29445.0","51.91","99.32","58.7","26066.0","45.95","87.92","51.96","0.0","2.14","4.09","2.42","56723.0","191.32","113.08"
"212","2018","12","Uttar Pradesh","Lalitpur","29606.0","57.68","100.51","59.32","20502.0","39.95","69.6","41.08","0.0","2.37","4.13","2.44","51325.0","174.24","102.84"
"212","2019","12","Uttar Pradesh","Lalitpur","33984.0","54.18","116.92","115.5","27775.0","44.28","95.56","94.4","0.0","1.54","3.32","3.28","62725.0","215.8","213.19"
"212","2020","12","Uttar Pradesh","Lalitpur","32250.0","55.67","-1.0","-1.0","25460.0","43.95","-1.0","-1.0","0.0","0.38","-1.0","-1.0","57930.0","-1.0","-1.0"
"213","1990","12","Uttar Pradesh","Jalaun","9049.0","66.32","25.8","24.12","4427.0","32.45","12.62","11.8","0.0","1.23","0.48","0.45","13644.0","38.9","36.36"
"213","1991","12","Uttar Pradesh","Jalaun","9417.0","64.76","27.4","25.7","4908.0","33.75","14.28","13.39","0.0","1.49","0.63","0.59","14541.0","42.31","39.68"
"213","1992","12","Uttar Pradesh","Jalaun","10333.0","70.36","29.66","26.87","4277.0","29.12","12.28","11.12","0.0","0.51","0.22","0.2","14685.0","42.15","38.19"
"213","1993","12","Uttar Pradesh","Jalaun","8739.0","66.64","24.72","22.4","4283.0","32.66","12.12","10.98","0.0","0.7","0.26","0.24","13114.0","37.1","33.61"
"213","1994","12","Uttar Pradesh","Jalaun","11790.0","67.17","35.41","33.08","5693.0","32.44","17.1","15.97","0.0","0.39","0.21","0.19","17552.0","52.72","49.24"
"213","1995","12","Uttar Pradesh","Jalaun","4627.0","60.73","13.47","11.96","2977.0","39.07","8.67","7.69","0.0","0.2","0.04","0.04","7619.0","22.19","19.69"
"213","1996","12","Uttar Pradesh","Jalaun","13494.0","69.24","39.33","34.72","5943.0","30.49","17.32","15.29","0.0","0.27","0.15","0.13","19489.0","56.81","50.14"
"213","1997","12","Uttar Pradesh","Jalaun","14508.0","70.52","42.25","37.06","6034.0","29.33","17.57","15.41","0.0","0.16","0.09","0.08","20574.0","59.92","52.56"
"213","1998","12","Uttar Pradesh","Jalaun","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"213","1999","12","Uttar Pradesh","Jalaun","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"213","2000","12","Uttar Pradesh","Jalaun","12956.0","65.04","37.56","33.54","6889.0","34.59","19.97","17.83","0.0","0.37","0.21","0.19","19919.0","57.75","51.56"
"213","2001","12","Uttar Pradesh","Jalaun","17536.0","65.59","50.34","44.95","9163.0","34.27","26.3","23.49","0.0","0.14","0.11","0.09","26736.0","76.75","68.54"
"213","2002","12","Uttar Pradesh","Jalaun","17326.0","66.3","50.2","45.57","8737.0","33.43","25.32","22.98","0.0","0.27","0.2","0.18","26133.0","75.72","68.73"
"213","2003","12","Uttar Pradesh","Jalaun","17166.0","65.5","49.26","39.26","8885.0","33.9","25.5","20.32","0.0","0.59","0.44","0.35","26206.0","75.21","59.94"
"213","2004","12","Uttar Pradesh","Jalaun","17221.0","64.93","49.16","41.37","9133.0","34.44","26.07","21.94","0.0","0.63","0.48","0.4","26521.0","75.71","63.71"
"213","2005","12","Uttar Pradesh","Jalaun","17583.0","63.0","50.44","42.65","10136.0","36.32","29.07","24.59","0.0","0.69","0.55","0.47","27911.0","80.06","67.7"
"213","2006","12","Uttar Pradesh","Jalaun","20036.0","67.18","58.47","45.86","9635.0","32.3","28.12","22.05","0.0","0.52","0.45","0.35","29826.0","87.04","68.26"
"213","2007","12","Uttar Pradesh","Jalaun","18408.0","69.45","57.95","42.96","6960.0","26.26","21.91","16.24","0.0","4.3","3.59","2.66","26507.0","83.45","61.86"
"213","2008","12","Uttar Pradesh","Jalaun","19039.0","68.71","55.81","46.99","7175.0","25.89","21.03","17.71","0.0","5.4","4.38","3.69","27709.0","81.23","68.38"
"213","2009","12","Uttar Pradesh","Jalaun","19256.0","63.94","55.24","45.1","8387.0","27.85","24.06","19.64","0.0","8.21","7.09","5.79","30116.0","86.4","70.53"
"213","2010","12","Uttar Pradesh","Jalaun","36809.0","77.39","107.14","87.42","9829.0","20.66","28.61","23.34","0.0","1.95","2.7","2.2","47564.0","138.44","112.97"
"213","2011","12","Uttar Pradesh","Jalaun","26737.0","67.31","77.12","65.29","12169.0","30.64","35.1","29.71","0.0","2.05","2.35","1.99","39721.0","114.57","96.99"
"213","2012","12","Uttar Pradesh","Jalaun","42726.0","71.04","123.81","102.3","16249.0","27.02","47.09","38.9","0.0","1.95","3.39","2.8","60146.0","174.29","144.01"
"213","2013","12","Uttar Pradesh","Jalaun","40702.0","75.1","115.91","98.78","11923.0","22.0","33.95","28.94","0.0","2.9","4.47","3.81","54196.0","154.34","131.53"
"213","2014","12","Uttar Pradesh","Jalaun","44580.0","73.33","126.68","101.06","13356.0","21.97","37.95","30.28","0.0","4.71","8.13","6.49","60797.0","172.77","137.82"
"213","2015","12","Uttar Pradesh","Jalaun","37296.0","68.76","108.72","81.6","14077.0","25.95","41.04","30.8","0.0","5.29","8.36","6.28","54241.0","158.12","118.68"
"213","2016","12","Uttar Pradesh","Jalaun","40719.0","66.99","118.24","83.49","16916.0","27.83","49.12","34.69","0.0","5.19","9.16","6.47","60788.0","176.52","124.64"
"213","2017","12","Uttar Pradesh","Jalaun","34090.0","64.09","98.92","70.94","17988.0","33.82","52.2","37.43","0.0","2.09","3.22","2.31","53188.0","154.34","110.68"
"213","2018","12","Uttar Pradesh","Jalaun","35996.0","70.18","104.16","74.32","14333.0","27.94","41.48","29.59","0.0","1.88","2.79","1.99","51292.0","148.43","105.91"
"213","2019","12","Uttar Pradesh","Jalaun","40069.0","66.92","116.9","82.48","18904.0","31.57","55.15","38.91","0.0","1.5","2.63","1.85","59874.0","174.68","123.25"
"213","2020","12","Uttar Pradesh","Jalaun","37350.0","70.26","-1.0","-1.0","15730.0","29.59","-1.0","-1.0","0.0","0.15","-1.0","-1.0","53160.0","-1.0","-1.0"
"214","1990","12","Uttar Pradesh","Hamirpur","7124.0","60.32","13.58","12.85","4617.0","39.09","8.8","8.33","0.0","0.59","0.13","0.13","11811.0","22.51","21.3"
"214","1991","12","Uttar Pradesh","Hamirpur","6594.0","59.77","12.96","12.39","4341.0","39.35","8.53","8.16","0.0","0.88","0.19","0.18","11032.0","21.68","20.73"
"214","1992","12","Uttar Pradesh","Hamirpur","6886.0","63.04","13.16","12.27","4006.0","36.67","7.65","7.14","0.0","0.28","0.06","0.06","10923.0","20.87","19.46"
"214","1993","12","Uttar Pradesh","Hamirpur","6302.0","67.6","12.13","11.29","2926.0","31.38","5.63","5.24","0.0","1.02","0.18","0.17","9323.0","17.95","16.71"
"214","1994","12","Uttar Pradesh","Hamirpur","4500.0","53.56","8.77","8.2","3869.0","46.05","7.54","7.05","0.0","0.39","0.06","0.06","8402.0","16.37","15.31"
"214","1995","12","Uttar Pradesh","Hamirpur","3679.0","62.73","7.02","6.45","2173.0","37.05","4.15","3.81","0.0","0.22","0.02","0.02","5865.0","11.19","10.28"
"214","1996","12","Uttar Pradesh","Hamirpur","3185.0","62.88","9.9","8.92","1849.0","36.51","5.75","5.18","0.0","0.61","0.1","0.09","5065.0","15.75","14.19"
"214","1997","12","Uttar Pradesh","Hamirpur","4271.0","64.87","13.06","11.66","2306.0","35.02","7.05","6.3","0.0","0.11","0.02","0.02","6584.0","20.13","17.97"
"214","1998","12","Uttar Pradesh","Hamirpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"214","1999","12","Uttar Pradesh","Hamirpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"214","2000","12","Uttar Pradesh","Hamirpur","5538.0","56.37","17.04","15.42","4251.0","43.27","13.08","11.84","0.0","0.37","0.11","0.1","9825.0","30.24","27.35"
"214","2001","12","Uttar Pradesh","Hamirpur","7053.0","60.99","23.58","21.19","4494.0","38.86","15.03","13.5","0.0","0.15","0.06","0.05","11564.0","38.66","34.74"
"214","2002","12","Uttar Pradesh","Hamirpur","5930.0","62.68","19.92","17.92","3495.0","36.94","11.74","10.56","0.0","0.38","0.12","0.11","9461.0","31.78","28.58"
"214","2003","12","Uttar Pradesh","Hamirpur","6846.0","60.15","22.63","19.42","4522.0","39.73","14.95","12.83","0.0","0.11","0.04","0.04","11381.0","37.62","32.28"
"214","2004","12","Uttar Pradesh","Hamirpur","6874.0","60.5","22.86","19.48","4471.0","39.35","14.87","12.67","0.0","0.15","0.06","0.05","11362.0","37.78","32.19"
"214","2005","12","Uttar Pradesh","Hamirpur","7003.0","58.54","23.45","21.34","4946.0","41.34","16.56","15.07","0.0","0.12","0.05","0.04","11963.0","40.06","36.45"
"214","2006","12","Uttar Pradesh","Hamirpur","7928.0","61.67","27.26","24.46","4922.0","38.29","16.93","15.19","0.0","0.04","0.01","0.01","12855.0","44.2","39.67"
"214","2007","12","Uttar Pradesh","Hamirpur","5964.0","67.7","23.21","19.83","1925.0","21.85","7.49","6.4","0.0","10.44","3.58","3.06","8809.0","34.27","29.29"
"214","2008","12","Uttar Pradesh","Hamirpur","6168.0","66.05","21.72","20.39","1959.0","20.98","6.9","6.48","0.0","12.98","4.27","4.01","9339.0","32.88","30.88"
"214","2009","12","Uttar Pradesh","Hamirpur","6238.0","59.35","21.34","16.86","2295.0","21.84","7.85","6.2","0.0","18.81","6.76","5.34","10510.0","35.96","28.4"
"214","2010","12","Uttar Pradesh","Hamirpur","15130.0","65.02","51.65","42.69","6239.0","26.81","21.3","17.6","0.0","8.17","6.49","5.36","23270.0","79.44","65.66"
"214","2011","12","Uttar Pradesh","Hamirpur","10752.0","63.81","36.55","31.15","5452.0","32.36","18.53","15.79","0.0","3.83","2.19","1.87","16849.0","57.27","48.81"
"214","2012","12","Uttar Pradesh","Hamirpur","31230.0","70.4","106.19","89.54","12201.0","27.5","41.49","34.98","0.0","2.1","3.17","2.67","44363.0","150.85","127.19"
"214","2013","12","Uttar Pradesh","Hamirpur","39510.0","76.45","134.93","108.67","10729.0","20.76","36.64","29.51","0.0","2.8","4.93","3.97","51684.0","176.51","142.15"
"214","2014","12","Uttar Pradesh","Hamirpur","42583.0","73.83","144.44","113.16","12487.0","21.65","42.35","33.18","0.0","4.52","8.84","6.92","57676.0","195.63","153.26"
"214","2015","12","Uttar Pradesh","Hamirpur","37843.0","69.07","146.33","110.89","14221.0","25.96","54.99","41.67","0.0","4.97","10.54","7.99","54789.0","211.86","160.55"
"214","2016","12","Uttar Pradesh","Hamirpur","38860.0","67.48","134.35","101.76","15610.0","27.11","53.97","40.88","0.0","5.41","10.78","8.17","57588.0","199.09","150.81"
"214","2017","12","Uttar Pradesh","Hamirpur","24938.0","62.1","86.75","63.75","14324.0","35.67","49.83","36.62","0.0","2.23","3.11","2.29","40156.0","139.69","102.65"
"214","2018","12","Uttar Pradesh","Hamirpur","26286.0","68.03","92.77","69.5","11485.0","29.72","40.53","30.37","0.0","2.25","3.07","2.3","38640.0","136.36","102.17"
"214","2019","12","Uttar Pradesh","Hamirpur","29250.0","65.03","101.14","77.54","15012.0","33.38","51.91","39.8","0.0","1.59","2.47","1.9","44977.0","155.52","119.23"
"214","2020","12","Uttar Pradesh","Hamirpur","19250.0","65.72","-1.0","-1.0","9940.0","33.94","-1.0","-1.0","0.0","0.34","-1.0","-1.0","29290.0","-1.0","-1.0"
"215","1990","12","Uttar Pradesh","Banda","9518.0","67.4","18.26","15.55","4455.0","31.55","8.55","7.28","0.0","1.06","0.29","0.24","14122.0","27.1","23.07"
"215","1991","12","Uttar Pradesh","Banda","9148.0","67.99","18.33","15.75","4214.0","31.32","8.45","7.25","0.0","0.68","0.18","0.16","13454.0","26.96","23.16"
"215","1992","12","Uttar Pradesh","Banda","8144.0","72.41","16.06","13.53","3009.0","26.75","5.94","5.0","0.0","0.84","0.19","0.16","11247.0","22.19","18.68"
"215","1993","12","Uttar Pradesh","Banda","7330.0","74.36","14.55","12.5","2352.0","23.86","4.67","4.01","0.0","1.78","0.35","0.3","9857.0","19.57","16.81"
"215","1994","12","Uttar Pradesh","Banda","9703.0","72.9","18.64","16.19","3482.0","26.16","6.69","5.81","0.0","0.94","0.24","0.21","13310.0","25.58","22.21"
"215","1995","12","Uttar Pradesh","Banda","7320.0","62.14","14.27","12.27","4434.0","37.64","8.65","7.43","0.0","0.21","0.05","0.04","11779.0","22.97","19.75"
"215","1996","12","Uttar Pradesh","Banda","8256.0","68.34","16.27","13.74","3768.0","31.19","7.43","6.27","0.0","0.47","0.11","0.09","12081.0","23.81","20.1"
"215","1997","12","Uttar Pradesh","Banda","7821.0","69.62","22.09","18.28","3371.0","30.01","9.52","7.88","0.0","0.37","0.12","0.1","11234.0","31.72","26.25"
"215","1998","12","Uttar Pradesh","Banda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"215","1999","12","Uttar Pradesh","Banda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"215","2000","12","Uttar Pradesh","Banda","5132.0","60.23","15.11","12.03","3364.0","39.48","9.9","7.89","0.0","0.29","0.07","0.06","8521.0","25.09","19.98"
"215","2001","12","Uttar Pradesh","Banda","6309.0","63.77","18.12","14.91","3564.0","36.02","10.23","8.42","0.0","0.21","0.06","0.05","9894.0","28.41","23.38"
"215","2002","12","Uttar Pradesh","Banda","5092.0","62.43","14.71","12.33","3022.0","37.05","8.73","7.32","0.0","0.51","0.12","0.1","8156.0","23.56","19.75"
"215","2003","12","Uttar Pradesh","Banda","5539.0","60.99","15.89","13.11","3471.0","38.22","9.96","8.21","0.0","0.79","0.21","0.17","9082.0","26.05","21.49"
"215","2004","12","Uttar Pradesh","Banda","6168.0","63.77","17.55","14.36","3427.0","35.43","9.75","7.98","0.0","0.81","0.22","0.18","9673.0","27.52","22.52"
"215","2005","12","Uttar Pradesh","Banda","6282.0","61.82","18.35","15.47","3789.0","37.29","11.06","9.33","0.0","0.89","0.26","0.22","10161.0","29.67","25.03"
"215","2006","12","Uttar Pradesh","Banda","7093.0","64.82","20.4","17.28","3785.0","34.59","10.88","9.22","0.0","0.58","0.18","0.16","10942.0","31.47","26.66"
"215","2007","12","Uttar Pradesh","Banda","7988.0","62.54","23.77","19.69","3867.0","30.27","11.5","9.53","0.0","7.19","2.73","2.26","12773.0","38.0","31.48"
"215","2008","12","Uttar Pradesh","Banda","8289.0","61.95","24.33","19.76","3884.0","29.03","11.4","9.26","0.0","9.03","3.55","2.88","13381.0","39.27","31.9"
"215","2009","12","Uttar Pradesh","Banda","8372.0","56.14","23.91","19.26","4566.0","30.62","13.04","10.5","0.0","13.24","5.64","4.54","14912.0","42.6","34.3"
"215","2010","12","Uttar Pradesh","Banda","16345.0","66.43","46.72","37.43","6328.0","25.72","18.09","14.49","0.0","7.85","5.52","4.42","24604.0","70.32","56.34"
"215","2011","12","Uttar Pradesh","Banda","13589.0","61.43","39.56","31.72","7842.0","35.45","22.83","18.3","0.0","3.12","2.01","1.61","22122.0","64.41","51.63"
"215","2012","12","Uttar Pradesh","Banda","38611.0","69.55","113.35","89.81","15780.0","28.43","46.33","36.7","0.0","2.02","3.3","2.61","55514.0","162.97","129.12"
"215","2013","12","Uttar Pradesh","Banda","45054.0","76.34","130.41","102.45","12308.0","20.86","35.63","27.99","0.0","2.8","4.79","3.76","59017.0","170.83","134.2"
"215","2014","12","Uttar Pradesh","Banda","48618.0","73.79","137.04","105.57","14281.0","21.68","40.25","31.01","0.0","4.53","8.42","6.48","65885.0","185.71","143.06"
"215","2015","12","Uttar Pradesh","Banda","43012.0","69.05","134.68","98.64","16168.0","25.96","50.63","37.08","0.0","5.0","9.74","7.14","62292.0","195.05","142.85"
"215","2016","12","Uttar Pradesh","Banda","44371.0","67.44","128.43","92.99","17870.0","27.16","51.73","37.45","0.0","5.4","10.28","7.44","65792.0","190.44","137.89"
"215","2017","12","Uttar Pradesh","Banda","20558.0","59.34","59.65","43.3","12481.0","36.03","36.21","26.29","0.0","4.63","4.65","3.38","34643.0","100.51","72.97"
"215","2018","12","Uttar Pradesh","Banda","21584.0","64.51","63.93","46.72","10481.0","31.32","31.05","22.69","0.0","4.17","4.13","3.02","33460.0","99.11","72.42"
"215","2019","12","Uttar Pradesh","Banda","23740.0","62.59","69.88","51.49","12864.0","33.92","37.87","27.9","0.0","3.49","3.9","2.87","37928.0","111.64","82.27"
"215","2020","12","Uttar Pradesh","Banda","21490.0","66.53","-1.0","-1.0","10690.0","33.1","-1.0","-1.0","0.0","0.37","-1.0","-1.0","32300.0","-1.0","-1.0"
"216","1990","12","Uttar Pradesh","Varanasi","45573.0","71.66","143.04","91.04","12142.0","19.09","38.11","24.26","0.0","9.25","18.47","11.75","63599.0","199.61","127.05"
"216","1991","12","Uttar Pradesh","Varanasi","47453.0","72.11","148.52","94.95","12568.0","19.1","39.34","25.15","0.0","8.79","18.11","11.58","65806.0","205.97","131.67"
"216","1992","12","Uttar Pradesh","Varanasi","51581.0","81.07","165.27","105.96","9689.0","15.23","31.04","19.9","0.0","3.7","7.55","4.84","63626.0","203.86","130.71"
"216","1993","12","Uttar Pradesh","Varanasi","49266.0","82.39","155.58","100.34","8444.0","14.12","26.66","17.2","0.0","3.49","6.59","4.25","59796.0","188.83","121.78"
"216","1994","12","Uttar Pradesh","Varanasi","49211.0","78.94","156.25","102.8","8788.0","14.1","27.9","18.36","0.0","6.96","13.77","9.06","62336.0","197.92","130.21"
"216","1995","12","Uttar Pradesh","Varanasi","48702.0","73.41","129.77","91.19","13249.0","19.97","35.3","24.81","0.0","6.62","11.71","8.23","66345.0","176.78","124.22"
"216","1996","12","Uttar Pradesh","Varanasi","51739.0","76.26","161.44","97.05","12177.0","17.95","37.99","22.84","0.0","5.79","12.26","7.37","67846.0","211.69","127.26"
"216","1997","12","Uttar Pradesh","Varanasi","26587.0","65.5","232.28","158.45","11720.0","28.87","102.39","69.85","0.0","5.62","19.95","13.61","40590.0","354.62","241.91"
"216","1998","12","Uttar Pradesh","Varanasi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"216","1999","12","Uttar Pradesh","Varanasi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"216","2000","12","Uttar Pradesh","Varanasi","30098.0","66.68","261.87","175.79","12083.0","26.77","105.13","70.57","0.0","6.55","25.72","17.26","45137.0","392.72","263.63"
"216","2001","12","Uttar Pradesh","Varanasi","35997.0","67.1","316.16","231.98","14449.0","26.94","126.9","93.12","0.0","5.96","28.08","20.6","53643.0","471.14","345.7"
"216","2002","12","Uttar Pradesh","Varanasi","35123.0","68.86","308.24","222.01","13526.0","26.52","118.71","85.5","0.0","4.62","20.7","14.91","51008.0","447.65","322.41"
"216","2003","12","Uttar Pradesh","Varanasi","35237.0","64.87","310.37","221.9","15403.0","28.36","135.67","97.0","0.0","6.77","32.41","23.17","54319.0","478.45","342.07"
"216","2004","12","Uttar Pradesh","Varanasi","35436.0","64.78","363.29","226.46","14002.0","25.6","143.55","89.48","0.0","9.62","53.94","33.62","54699.0","560.77","349.57"
"216","2005","12","Uttar Pradesh","Varanasi","36072.0","64.29","374.64","228.02","15040.0","26.81","156.2","95.07","0.0","8.9","51.86","31.56","56105.0","582.7","354.65"
"216","2006","12","Uttar Pradesh","Varanasi","39948.0","66.56","416.81","252.21","16083.0","26.8","167.81","101.54","0.0","6.64","41.6","25.17","60018.0","626.22","378.93"
"216","2007","12","Uttar Pradesh","Varanasi","40067.0","64.01","418.46","253.41","17851.0","28.52","186.44","112.9","0.0","7.47","48.82","29.56","62592.0","653.72","395.87"
"216","2008","12","Uttar Pradesh","Varanasi","41871.0","61.27","442.59","264.18","19874.0","29.08","210.07","125.39","0.0","9.64","69.64","41.57","68333.0","722.3","431.14"
"216","2009","12","Uttar Pradesh","Varanasi","42155.0","58.37","440.45","274.09","22841.0","31.63","238.65","148.51","0.0","10.0","75.47","46.96","72219.0","754.58","469.56"
"216","2010","12","Uttar Pradesh","Varanasi","41348.0","58.21","432.51","262.01","22876.0","32.21","239.29","144.96","0.0","9.58","71.16","43.11","71027.0","742.95","450.08"
"216","2011","12","Uttar Pradesh","Varanasi","40824.0","64.99","426.59","263.46","17924.0","28.54","187.3","115.68","0.0","6.47","42.47","26.23","62812.0","656.36","405.37"
"216","2012","12","Uttar Pradesh","Varanasi","28148.0","61.3","295.78","178.36","16106.0","35.08","169.24","102.05","0.0","3.62","17.49","10.54","45918.0","482.51","290.96"
"216","2013","12","Uttar Pradesh","Varanasi","18244.0","77.9","190.41","117.57","4546.0","19.41","47.45","29.3","0.0","2.69","6.56","4.05","23419.0","244.43","150.92"
"216","2014","12","Uttar Pradesh","Varanasi","19329.0","74.39","201.97","122.47","5535.0","21.3","57.84","35.07","0.0","4.31","11.7","7.1","25984.0","271.52","164.64"
"216","2015","12","Uttar Pradesh","Varanasi","18268.0","69.37","180.98","110.92","6836.0","25.96","67.72","41.51","0.0","4.67","12.18","7.46","26333.0","260.88","159.89"
"216","2016","12","Uttar Pradesh","Varanasi","17622.0","68.03","174.64","107.02","6816.0","26.31","67.55","41.4","0.0","5.66","14.54","8.91","25905.0","256.72","157.33"
"216","2017","12","Uttar Pradesh","Varanasi","53940.0","71.58","534.86","327.94","17874.0","23.72","177.24","108.67","0.0","4.7","35.15","21.55","75359.0","747.25","458.17"
"216","2018","12","Uttar Pradesh","Varanasi","58191.0","75.62","576.99","353.85","16057.0","20.87","159.21","97.64","0.0","3.51","26.76","16.41","76947.0","762.96","467.91"
"216","2019","12","Uttar Pradesh","Varanasi","63796.0","73.91","627.48","386.14","19451.0","22.53","191.32","117.73","0.0","3.55","30.18","18.57","86315.0","848.97","522.45"
"216","2020","12","Uttar Pradesh","Varanasi","33280.0","72.68","-1.0","-1.0","11160.0","24.37","-1.0","-1.0","0.0","2.95","-1.0","-1.0","45790.0","-1.0","-1.0"
"217","1990","12","Uttar Pradesh","Mirzpur","10156.0","64.71","49.17","34.88","4027.0","25.66","19.5","13.83","0.0","9.63","7.32","5.19","15695.0","75.99","53.9"
"217","1991","12","Uttar Pradesh","Mirzpur","10724.0","65.89","52.7","38.19","3929.0","24.14","19.31","13.99","0.0","9.97","7.97","5.78","16275.0","79.98","57.95"
"217","1992","12","Uttar Pradesh","Mirzpur","12492.0","74.61","63.63","44.4","3610.0","21.56","18.39","12.83","0.0","3.83","3.27","2.28","16743.0","85.29","59.51"
"217","1993","12","Uttar Pradesh","Mirzpur","12616.0","76.91","62.15","42.82","3557.0","21.69","17.52","12.07","0.0","1.4","1.13","0.78","16403.0","80.81","55.67"
"217","1994","12","Uttar Pradesh","Mirzpur","13006.0","68.4","62.49","42.82","5688.0","29.91","27.33","18.73","0.0","1.69","1.55","1.06","19016.0","91.37","62.6"
"217","1995","12","Uttar Pradesh","Mirzpur","13952.0","66.58","66.65","46.26","6652.0","31.75","31.78","22.06","0.0","1.67","1.67","1.16","20954.0","100.11","69.48"
"217","1996","12","Uttar Pradesh","Mirzpur","12442.0","63.65","58.99","40.94","6803.0","34.8","32.25","22.38","0.0","1.56","1.44","1.0","19549.0","92.68","64.32"
"217","1997","12","Uttar Pradesh","Mirzpur","11645.0","59.2","56.55","38.05","7748.0","39.39","37.63","25.31","0.0","1.41","1.35","0.91","19671.0","95.53","64.27"
