"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"36","2007","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","309.5","8.31","82.61","0.21","55.52","12.08","5.61","301.93","389.84","129.12"
"36","2008","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","309.5","8.63","89.18","0.17","54.44","12.12","5.08","300.62","389.45","129.55"
"36","2009","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","309.5","8.54","90.17","0.07","54.01","11.47","4.58","301.42","400.39","132.83"
"36","2010","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","309.5","8.32","90.01","0.07","52.57","11.73","4.18","303.41","416.29","137.2"
"36","2011","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","309.5","8.22","90.46","0.07","51.35","10.46","3.42","306.31","424.19","138.48"
"36","2012","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.28","8.27","92.24","0.07","51.31","9.5","3.65","305.26","438.1","143.52"
"36","2013","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","8.29","93.59","0.0","49.08","9.15","6.31","303.83","451.47","148.59"
"36","2014","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","8.29","93.78","0.0","50.72","9.72","4.57","303.19","455.35","150.19"
"36","2015","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","7.38","88.79","0.0","58.99","8.65","4.79","301.65","453.02","150.18"
"36","2016","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","7.38","88.79","-1.0","55.69","8.58","4.26","305.56","457.81","149.83"
"36","2017","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","7.38","88.79","0.0","54.99","8.0","4.04","307.06","492.35","160.34"
"36","2018","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","7.53","92.24","0.0","51.8","8.6","5.47","306.23","515.41","168.31"
"36","2019","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","7.38","93.59","0.0","51.29","10.14","5.58","307.07","552.39","179.89"
"36","2020","6","Madhya Pradesh","Khandwa (East Nimar)","775.62","305.32","7.39","93.78","0.0","51.29","10.14","5.58","317.87","591.91","186.21"
"37","1966","6","Madhya Pradesh","Sehore","934.3","231.0","9.2","52.5","38.8","128.7","5.7","2.8","465.0","473.3","101.78"
"37","1967","6","Madhya Pradesh","Sehore","934.3","231.0","9.2","52.1","37.1","129.6","5.4","2.3","467.0","478.1","102.38"
"37","1968","6","Madhya Pradesh","Sehore","934.3","230.2","9.0","52.2","36.0","125.6","3.8","2.3","475.0","486.3","102.38"
"37","1969","6","Madhya Pradesh","Sehore","934.3","228.4","9.1","52.0","36.0","121.5","4.0","2.0","482.0","493.0","102.28"
"37","1970","6","Madhya Pradesh","Sehore","934.3","228.3","8.8","52.2","33.0","119.2","3.6","2.1","487.0","499.0","102.46"
"37","1971","6","Madhya Pradesh","Sehore","934.3","227.4","8.5","52.8","37.2","114.9","3.7","2.0","488.0","501.0","102.66"
"37","1972","6","Madhya Pradesh","Sehore","934.3","227.1","8.1","53.6","34.9","114.8","3.2","3.2","490.0","500.0","102.04"
"37","1973","6","Madhya Pradesh","Sehore","928.7","220.5","7.7","52.7","29.1","122.8","3.6","5.1","487.0","502.0","103.08"
"37","1974","6","Madhya Pradesh","Sehore","928.7","219.0","10.2","52.4","33.1","116.4","5.0","3.1","489.0","503.0","102.86"
"37","1975","6","Madhya Pradesh","Sehore","928.7","218.6","7.4","54.6","34.3","114.9","4.7","3.6","490.7","506.2","103.16"
"37","1976","6","Madhya Pradesh","Sehore","927.1","217.1","7.7","56.9","32.6","104.5","5.1","3.6","499.0","517.0","103.61"
"37","1977","6","Madhya Pradesh","Sehore","927.1","216.2","8.3","56.6","39.1","101.5","5.2","2.9","497.2","518.9","104.36"
"37","1978","6","Madhya Pradesh","Sehore","927.1","215.9","6.4","56.8","39.7","102.7","4.7","3.2","497.0","523.0","105.23"
"37","1979","6","Madhya Pradesh","Sehore","917.8","204.8","7.4","56.9","68.4","71.8","4.4","2.3","501.7","533.0","106.24"
"37","1980","6","Madhya Pradesh","Sehore","927.1","211.5","7.5","57.3","57.5","79.7","3.7","3.4","506.5","536.5","105.92"
"37","1981","6","Madhya Pradesh","Sehore","927.1","210.8","10.1","57.8","45.5","87.3","4.4","2.5","508.7","548.3","107.78"
"37","1982","6","Madhya Pradesh","Sehore","927.1","210.8","10.0","58.0","43.0","84.7","4.5","2.3","513.9","563.1","109.57"
"37","1983","6","Madhya Pradesh","Sehore","927.1","211.2","11.8","57.6","41.5","79.3","4.2","2.8","516.0","577.6","111.94"
"37","1984","6","Madhya Pradesh","Sehore","927.1","211.1","10.5","57.6","47.3","75.0","4.5","3.8","517.3","592.6","114.56"
"37","1985","6","Madhya Pradesh","Sehore","927.1","210.3","11.5","53.2","23.1","102.1","4.6","2.0","520.2","611.4","117.53"
"37","1986","6","Madhya Pradesh","Sehore","927.1","210.8","11.3","55.4","15.4","100.2","9.6","8.9","515.5","594.0","115.23"
"37","1987","6","Madhya Pradesh","Sehore","927.2","210.8","16.5","51.5","14.0","99.7","10.0","3.7","521.0","614.7","117.98"
"37","1988","6","Madhya Pradesh","Sehore","927.2","210.8","16.5","51.5","14.0","99.7","10.0","3.7","522.6","627.9","120.15"
"37","1989","6","Madhya Pradesh","Sehore","927.1","210.8","7.5","61.5","21.8","91.6","5.6","4.4","523.8","614.9","117.39"
"37","1990","6","Madhya Pradesh","Sehore","840.05","122.5","9.44","60.37","20.11","90.6","5.78","3.11","526.9","667.7","126.72"
"37","1991","6","Madhya Pradesh","Sehore","927.1","209.1","14.7","57.9","20.2","88.1","6.4","2.7","527.4","663.4","125.79"
"37","1992","6","Madhya Pradesh","Sehore","927.2","208.9","13.7","58.6","20.8","88.6","6.0","3.1","526.7","665.8","126.41"
"37","1993","6","Madhya Pradesh","Sehore","927.2","208.9","9.29","62.78","20.8","87.17","5.1","2.9","529.9","748.6","141.27"
"37","1994","6","Madhya Pradesh","Sehore","927.2","208.9","9.7","62.58","23.41","84.36","6.3","4.81","526.36","687.8","130.67"
"37","1995","6","Madhya Pradesh","Sehore","927.2","208.9","9.59","62.77","22.31","84.3","7.21","3.11","528.24","731.05","138.39"
"37","1996","6","Madhya Pradesh","Sehore","927.2","208.9","9.41","62.93","21.94","82.55","7.2","2.85","530.53","762.0","143.63"
"37","1997","6","Madhya Pradesh","Sehore","927.2","208.9","10.25","63.29","21.45","80.79","5.94","2.57","533.07","792.88","148.74"
"37","1998","6","Madhya Pradesh","Sehore","934.25","215.94","10.27","65.53","17.55","81.24","5.63","2.61","535.44","804.18","150.19"
"37","1999","6","Madhya Pradesh","Sehore","934.25","216.71","9.06","63.81","19.61","80.52","5.5","2.86","536.15","818.56","152.67"
"37","2000","6","Madhya Pradesh","Sehore","934.25","216.66","8.92","68.02","20.54","76.38","5.42","16.35","521.91","655.85","125.66"
"37","2001","6","Madhya Pradesh","Sehore","934.25","216.69","12.29","67.57","20.22","70.54","5.82","8.98","532.1","772.52","145.18"
"37","2002","6","Madhya Pradesh","Sehore","934.25","217.0","13.24","69.26","18.71","68.82","7.26","9.75","530.17","747.39","140.97"
"37","2003","6","Madhya Pradesh","Sehore","934.25","216.71","12.29","69.85","16.2","70.99","8.06","5.67","534.46","801.62","149.99"
"37","2004","6","Madhya Pradesh","Sehore","934.25","216.9","12.28","69.78","14.66","72.22","7.94","3.36","537.07","831.92","154.9"
"37","2005","6","Madhya Pradesh","Sehore","934.25","216.65","11.63","69.7","17.89","68.88","7.75","4.29","537.43","802.01","149.23"
"37","2006","6","Madhya Pradesh","Sehore","934.25","174.34","11.98","69.1","17.65","69.99","7.07","3.24","538.53","832.47","154.58"
"37","2007","6","Madhya Pradesh","Sehore","934.25","174.34","11.94","69.84","16.64","70.56","6.88","3.64","538.0","867.08","161.17"
"37","2008","6","Madhya Pradesh","Sehore","934.25","173.89","11.93","70.83","17.34","64.5","12.04","3.14","538.02","860.92","160.02"
"37","2009","6","Madhya Pradesh","Sehore","934.25","173.89","13.07","73.63","14.15","62.75","10.04","2.59","542.02","894.78","165.08"
"37","2010","6","Madhya Pradesh","Sehore","934.25","174.34","13.31","73.69","11.71","59.79","6.21","1.41","551.53","930.21","168.66"
"37","2011","6","Madhya Pradesh","Sehore","934.25","174.34","13.35","74.15","12.75","59.05","5.98","1.66","550.76","936.37","170.01"
"37","2012","6","Madhya Pradesh","Sehore","934.25","216.51","13.28","74.89","11.81","57.65","5.05","1.66","553.35","975.5","176.29"
"37","2013","6","Madhya Pradesh","Sehore","934.25","216.52","13.49","75.67","10.82","57.02","5.14","1.27","554.26","1008.06","181.87"
"37","2014","6","Madhya Pradesh","Sehore","934.25","216.72","13.56","75.83","10.68","58.43","5.24","1.78","551.96","1003.84","181.87"
"37","2015","6","Madhya Pradesh","Sehore","934.25","216.27","13.66","77.1","11.14","60.15","5.15","2.38","548.33","983.83","179.42"
"37","2016","6","Madhya Pradesh","Sehore","934.25","216.26","13.54","77.57","11.03","61.25","5.57","1.48","547.5","997.28","182.15"
"37","2017","6","Madhya Pradesh","Sehore","934.25","216.7","13.53","76.74","10.82","59.86","4.85","1.37","550.34","1070.41","194.5"
"37","2018","6","Madhya Pradesh","Sehore","934.25","216.7","13.53","75.75","9.83","49.7","3.69","1.66","561.8","1083.92","192.94"
"37","2019","6","Madhya Pradesh","Sehore","930.25","212.69","13.46","76.31","9.9","50.15","3.39","0.93","561.92","1125.61","200.32"
"37","2020","6","Madhya Pradesh","Sehore","934.25","216.69","18.03","80.48","17.3","32.83","9.71","7.12","557.88","1167.14","209.21"
"38","1966","6","Madhya Pradesh","Raisen","848.9","346.2","3.8","32.8","58.7","68.0","6.1","2.2","330.8","333.4","100.79"
"38","1967","6","Madhya Pradesh","Raisen","848.9","344.4","3.5","33.1","52.2","32.8","5.2","2.2","375.1","378.0","100.77"
"38","1968","6","Madhya Pradesh","Raisen","848.9","343.5","2.7","32.4","53.0","29.0","3.5","1.6","380.8","383.3","100.66"
"38","1969","6","Madhya Pradesh","Raisen","848.9","344.7","2.6","33.0","49.0","30.4","3.0","2.0","384.0","387.0","100.78"
"38","1970","6","Madhya Pradesh","Raisen","848.8","344.4","2.5","33.1","46.0","31.8","3.0","1.0","386.0","389.0","100.78"
"38","1971","6","Madhya Pradesh","Raisen","849.0","344.1","2.4","33.0","43.0","31.7","3.0","2.0","389.0","392.0","100.77"
"38","1972","6","Madhya Pradesh","Raisen","849.0","345.0","3.0","33.0","40.0","30.2","3.0","3.0","391.0","395.0","101.02"
"38","1973","6","Madhya Pradesh","Raisen","779.0","273.0","2.0","34.0","42.0","31.0","4.0","3.0","390.0","394.0","101.03"
"38","1974","6","Madhya Pradesh","Raisen","779.0","272.0","3.0","34.0","40.0","30.4","3.0","4.0","393.0","397.0","101.02"
"38","1975","6","Madhya Pradesh","Raisen","671.0","163.0","3.0","34.0","41.0","28.0","4.0","4.0","395.1","398.9","100.96"
"38","1976","6","Madhya Pradesh","Raisen","848.0","334.0","3.0","37.0","39.0","27.0","4.0","5.0","399.0","403.0","101.0"
"38","1977","6","Madhya Pradesh","Raisen","634.4","336.0","3.0","35.0","38.0","27.0","5.0","3.0","401.0","405.8","101.2"
"38","1978","6","Madhya Pradesh","Raisen","848.6","336.4","3.7","34.9","31.9","31.5","4.6","2.8","403.0","408.0","101.24"
"38","1979","6","Madhya Pradesh","Raisen","848.6","336.2","3.7","35.4","27.1","34.5","4.6","2.8","404.2","410.9","101.66"
"38","1980","6","Madhya Pradesh","Raisen","848.6","335.4","3.8","36.9","29.0","28.2","3.7","3.4","408.1","415.3","101.76"
"38","1981","6","Madhya Pradesh","Raisen","848.6","335.4","3.7","37.0","26.3","29.2","4.5","2.4","410.0","420.8","102.63"
"38","1982","6","Madhya Pradesh","Raisen","848.6","334.2","3.8","37.5","21.7","31.9","3.8","1.9","413.8","437.4","105.7"
"38","1983","6","Madhya Pradesh","Raisen","848.6","334.0","3.8","37.0","23.0","30.1","3.8","2.4","414.5","445.8","107.55"
"38","1984","6","Madhya Pradesh","Raisen","848.6","333.9","3.5","37.2","22.4","30.1","4.1","2.5","415.0","449.2","108.24"
"38","1985","6","Madhya Pradesh","Raisen","848.6","333.9","2.6","37.9","21.6","30.8","3.8","2.1","415.8","455.1","109.45"
"38","1986","6","Madhya Pradesh","Raisen","848.6","333.9","2.6","37.9","21.1","30.7","3.9","3.3","415.1","451.4","108.74"
"38","1987","6","Madhya Pradesh","Raisen","848.6","333.9","3.6","37.8","19.8","29.8","3.9","1.8","417.2","465.0","111.46"
"38","1988","6","Madhya Pradesh","Raisen","848.6","333.9","3.6","37.8","19.8","29.8","3.9","1.8","418.4","467.6","111.76"
"38","1989","6","Madhya Pradesh","Raisen","848.7","333.8","3.3","37.9","18.9","29.5","4.0","2.3","418.7","491.1","117.29"
"38","1990","6","Madhya Pradesh","Raisen","631.23","116.33","3.58","37.15","18.11","30.1","4.07","2.5","419.3","492.8","117.53"
"38","1991","6","Madhya Pradesh","Raisen","848.7","333.4","3.5","38.0","17.8","29.3","3.7","2.5","420.1","502.0","119.5"
"38","1992","6","Madhya Pradesh","Raisen","848.7","333.4","3.5","38.1","17.8","29.2","4.2","2.1","420.3","512.5","121.94"
"38","1993","6","Madhya Pradesh","Raisen","848.7","333.4","3.45","38.01","17.6","28.8","3.8","1.9","421.6","527.5","125.12"
"38","1994","6","Madhya Pradesh","Raisen","848.7","333.4","3.46","38.18","16.87","28.78","3.78","2.21","421.95","444.5","105.34"
"38","1995","6","Madhya Pradesh","Raisen","848.7","333.4","3.45","38.52","16.42","28.74","3.66","1.49","422.92","509.85","120.55"
"38","1996","6","Madhya Pradesh","Raisen","848.7","333.4","3.44","38.53","15.63","28.7","3.43","1.21","424.26","532.0","125.39"
"38","1997","6","Madhya Pradesh","Raisen","848.7","333.4","3.45","38.76","14.71","28.74","3.1","1.16","425.31","552.36","129.87"
"38","1998","6","Madhya Pradesh","Raisen","848.75","333.41","3.54","38.68","13.84","28.96","2.77","1.2","426.25","551.42","129.37"
"38","1999","6","Madhya Pradesh","Raisen","848.75","333.43","3.51","38.77","13.42","28.49","2.68","1.71","426.64","546.36","128.06"
"38","2000","6","Madhya Pradesh","Raisen","848.75","333.43","3.55","39.07","13.66","26.96","2.95","2.46","426.56","517.98","121.43"
"38","2001","6","Madhya Pradesh","Raisen","848.75","333.68","3.59","39.51","14.52","24.02","2.91","2.07","428.34","518.86","121.13"
"38","2002","6","Madhya Pradesh","Raisen","848.75","333.68","3.65","39.62","13.14","24.63","2.99","2.1","428.83","501.55","116.96"
"38","2003","6","Madhya Pradesh","Raisen","848.75","333.67","3.62","39.48","12.74","24.34","3.09","1.2","430.5","500.04","116.15"
"38","2004","6","Madhya Pradesh","Raisen","848.75","333.67","3.61","39.64","12.51","24.28","3.25","0.86","430.82","509.41","118.24"
"38","2005","6","Madhya Pradesh","Raisen","848.75","333.67","3.55","39.7","12.09","24.48","3.06","1.05","431.04","507.38","117.71"
"38","2006","6","Madhya Pradesh","Raisen","848.75","116.67","3.55","39.71","12.12","24.54","3.06","0.87","431.1","510.37","118.39"
"38","2007","6","Madhya Pradesh","Raisen","848.75","116.67","3.53","39.82","11.82","24.49","2.62","0.67","432.02","562.42","130.18"
"38","2008","6","Madhya Pradesh","Raisen","848.75","116.65","3.5","39.8","10.19","24.46","2.67","0.91","433.48","561.88","129.62"
"38","2009","6","Madhya Pradesh","Raisen","848.75","114.95","3.59","41.48","9.06","24.72","2.0","0.73","453.12","581.4","128.31"
"38","2010","6","Madhya Pradesh","Raisen","848.75","116.67","3.62","39.93","8.51","25.59","1.89","0.78","434.66","607.45","139.75"
"38","2011","6","Madhya Pradesh","Raisen","848.75","114.97","3.62","41.62","7.76","25.74","1.88","0.65","435.4","633.97","145.61"
"38","2012","6","Madhya Pradesh","Raisen","848.75","333.67","3.62","39.91","7.55","25.9","1.95","0.8","435.24","667.4","153.34"
"38","2013","6","Madhya Pradesh","Raisen","848.75","333.67","3.62","40.09","7.85","26.04","2.03","1.25","434.09","719.47","165.74"
"38","2014","6","Madhya Pradesh","Raisen","848.75","333.67","3.62","40.09","7.13","26.16","2.29","0.85","434.83","680.5","156.5"
"38","2015","6","Madhya Pradesh","Raisen","848.75","333.67","3.56","40.73","9.03","26.16","1.99","3.04","430.45","709.93","164.93"
"38","2016","6","Madhya Pradesh","Raisen","848.75","333.67","3.56","40.75","7.95","26.31","2.03","1.15","433.22","695.79","160.61"
"38","2017","6","Madhya Pradesh","Raisen","848.75","333.67","3.56","40.75","7.09","26.27","2.16","2.03","433.12","722.95","166.92"
"38","2018","6","Madhya Pradesh","Raisen","848.75","333.67","3.56","39.91","7.51","26.37","2.51","3.18","431.06","751.95","174.44"
"38","2019","6","Madhya Pradesh","Raisen","848.75","333.67","3.56","40.09","10.62","26.26","5.36","3.08","425.29","783.58","184.24"
"38","2020","6","Madhya Pradesh","Raisen","848.75","333.67","3.56","40.09","5.09","26.37","2.28","1.56","435.33","808.02","185.61"
"39","1966","6","Madhya Pradesh","Vidisha","730.2","80.3","25.3","34.2","57.9","56.9","7.5","4.1","463.5","469.8","101.36"
"39","1967","6","Madhya Pradesh","Vidisha","730.2","80.7","24.4","33.6","56.8","50.8","6.4","3.9","473.6","482.1","101.79"
"39","1968","6","Madhya Pradesh","Vidisha","730.2","80.4","24.4","33.7","52.5","49.4","5.1","3.5","481.3","490.1","101.83"
"39","1969","6","Madhya Pradesh","Vidisha","730.2","80.8","22.8","33.9","49.0","47.0","4.0","3.0","489.0","498.0","101.84"
"39","1970","6","Madhya Pradesh","Vidisha","730.2","81.2","23.3","34.0","43.0","50.9","5.0","4.0","489.0","499.0","102.04"
"39","1971","6","Madhya Pradesh","Vidisha","730.0","81.1","23.0","34.0","38.0","53.0","6.0","4.0","491.0","501.0","102.04"
"39","1972","6","Madhya Pradesh","Vidisha","730.0","91.0","17.0","35.0","35.0","50.6","5.0","4.0","492.0","501.0","101.83"
"39","1973","6","Madhya Pradesh","Vidisha","730.0","103.0","16.0","34.0","32.0","46.2","5.0","5.0","489.0","500.0","102.25"
"39","1974","6","Madhya Pradesh","Vidisha","730.0","102.0","15.0","34.0","31.0","45.8","4.0","6.0","492.0","502.0","102.03"
"39","1975","6","Madhya Pradesh","Vidisha","730.0","102.0","15.0","33.0","30.0","47.0","7.0","5.0","492.3","503.4","102.25"
"39","1976","6","Madhya Pradesh","Vidisha","730.0","104.0","13.0","34.0","38.0","44.0","4.0","6.0","497.0","508.0","102.21"
"39","1977","6","Madhya Pradesh","Vidisha","730.2","105.0","11.0","36.0","25.0","43.0","5.0","3.0","502.0","514.7","102.53"
"39","1978","6","Madhya Pradesh","Vidisha","730.2","105.0","11.5","36.2","25.1","41.6","4.4","4.4","502.0","514.0","102.39"
"39","1979","6","Madhya Pradesh","Vidisha","730.2","105.2","11.4","35.7","24.1","41.9","4.8","4.6","502.3","519.6","103.44"
"39","1980","6","Madhya Pradesh","Vidisha","730.2","105.2","10.9","35.6","23.9","40.9","4.4","3.8","505.5","519.7","102.81"
"39","1981","6","Madhya Pradesh","Vidisha","730.2","105.2","11.6","35.5","22.1","39.2","4.4","2.4","509.9","527.7","103.49"
"39","1982","6","Madhya Pradesh","Vidisha","730.2","105.2","11.7","35.5","23.1","40.6","4.3","2.3","507.5","529.3","104.3"
"39","1983","6","Madhya Pradesh","Vidisha","730.2","105.3","11.7","35.7","22.5","40.8","3.9","3.1","507.3","527.8","104.04"
"39","1984","6","Madhya Pradesh","Vidisha","730.2","105.3","11.3","36.3","19.3","39.6","4.1","3.0","511.4","530.2","103.68"
"39","1985","6","Madhya Pradesh","Vidisha","730.2","105.1","11.3","35.8","15.3","42.2","3.9","2.2","514.3","543.1","105.6"
"39","1986","6","Madhya Pradesh","Vidisha","730.2","105.3","11.1","35.7","14.8","42.0","3.4","11.2","506.6","533.3","105.27"
"39","1987","6","Madhya Pradesh","Vidisha","730.2","105.0","10.5","34.7","14.7","41.1","3.7","2.2","518.2","558.2","107.72"
"39","1988","6","Madhya Pradesh","Vidisha","730.2","105.0","10.5","34.7","14.7","41.1","3.7","2.2","517.3","558.0","107.87"
"39","1989","6","Madhya Pradesh","Vidisha","730.2","105.1","11.2","35.5","13.4","38.0","3.0","2.8","521.1","576.0","110.54"
"39","1990","6","Madhya Pradesh","Vidisha","730.2","104.51","11.12","35.52","13.69","37.9","2.73","3.94","520.7","568.7","109.22"
"39","1991","6","Madhya Pradesh","Vidisha","730.2","104.3","11.0","35.6","13.6","37.2","30.0","3.2","521.5","567.4","108.8"
"39","1992","6","Madhya Pradesh","Vidisha","730.2","104.5","11.1","34.7","12.7","37.3","3.4","2.6","523.8","581.1","110.94"
"39","1993","6","Madhya Pradesh","Vidisha","730.2","105.28","10.94","35.15","11.6","36.8","2.7","2.6","525.0","593.9","113.12"
"39","1994","6","Madhya Pradesh","Vidisha","730.2","105.55","10.37","35.03","11.08","36.98","2.71","5.21","523.22","557.2","106.49"
"39","1995","6","Madhya Pradesh","Vidisha","730.2","105.54","11.06","35.74","10.6","35.09","3.16","2.27","526.72","590.2","112.05"
"39","1996","6","Madhya Pradesh","Vidisha","730.2","105.61","10.53","35.88","11.28","34.61","3.05","1.9","527.31","606.0","114.92"
"39","1997","6","Madhya Pradesh","Vidisha","730.2","105.75","10.02","36.48","10.87","34.26","2.87","2.08","527.83","632.42","119.82"
"39","1998","6","Madhya Pradesh","Vidisha","730.2","105.83","10.27","36.3","10.26","31.88","2.84","2.11","530.64","637.75","120.19"
"39","1999","6","Madhya Pradesh","Vidisha","730.2","105.98","10.13","35.93","10.52","28.4","2.97","2.22","533.97","636.66","119.23"
"39","2000","6","Madhya Pradesh","Vidisha","730.2","108.17","9.52","36.72","9.81","26.17","2.85","4.01","532.86","627.32","117.73"
"39","2001","6","Madhya Pradesh","Vidisha","730.2","108.47","9.49","36.66","9.79","25.01","3.21","3.67","533.81","653.2","122.37"
"39","2002","6","Madhya Pradesh","Vidisha","730.2","108.47","9.63","36.26","9.14","15.94","4.14","4.56","541.97","656.66","121.16"
"39","2003","6","Madhya Pradesh","Vidisha","730.2","108.5","9.68","36.8","15.49","18.52","3.25","2.81","535.04","672.36","125.67"
"39","2004","6","Madhya Pradesh","Vidisha","730.2","108.55","9.67","36.9","16.72","19.12","3.25","2.55","533.35","678.73","127.26"
"39","2005","6","Madhya Pradesh","Vidisha","730.2","108.53","10.01","37.38","17.41","19.37","3.4","2.95","531.07","663.12","124.86"
"39","2006","6","Madhya Pradesh","Vidisha","730.2","109.6","9.19","38.1","17.05","19.15","3.34","2.21","531.44","684.06","128.72"
"39","2007","6","Madhya Pradesh","Vidisha","730.2","109.6","8.24","38.84","14.25","21.24","3.32","2.35","532.15","728.87","136.97"
"39","2008","6","Madhya Pradesh","Vidisha","730.2","109.6","8.14","38.44","12.69","22.84","4.69","2.4","531.25","744.4","140.12"
"39","2009","6","Madhya Pradesh","Vidisha","730.2","109.6","8.14","39.07","13.74","21.76","3.69","1.59","532.4","767.09","144.08"
"39","2010","6","Madhya Pradesh","Vidisha","730.2","109.6","10.7","38.34","9.43","22.88","3.31","1.38","531.9","791.84","148.87"
"39","2011","6","Madhya Pradesh","Vidisha","730.2","109.6","11.78","39.08","9.77","23.0","2.87","1.4","530.07","788.42","148.74"
"39","2012","6","Madhya Pradesh","Vidisha","730.2","109.62","9.78","41.2","9.05","25.21","2.68","1.52","530.91","840.2","158.26"
"39","2013","6","Madhya Pradesh","Vidisha","730.2","109.62","9.2","41.94","8.17","23.8","2.38","1.26","533.61","919.28","172.28"
"39","2014","6","Madhya Pradesh","Vidisha","730.2","109.62","9.37","41.72","4.19","28.47","2.83","1.12","532.65","897.54","168.5"
"39","2015","6","Madhya Pradesh","Vidisha","730.2","109.62","9.9","41.08","3.45","27.9","2.35","0.9","534.78","969.33","181.26"
"39","2016","6","Madhya Pradesh","Vidisha","730.2","109.62","7.68","42.59","3.59","28.04","2.15","3.86","532.5","971.94","182.52"
"39","2017","6","Madhya Pradesh","Vidisha","730.2","109.62","7.68","43.08","3.35","29.1","2.67","1.71","532.79","1004.51","188.54"
"39","2018","6","Madhya Pradesh","Vidisha","730.2","109.61","7.68","41.2","3.65","29.11","2.19","1.55","533.4","1024.4","192.05"
"39","2019","6","Madhya Pradesh","Vidisha","730.2","109.61","7.68","41.94","2.74","28.87","1.63","1.26","535.89","1048.63","195.68"
"39","2020","6","Madhya Pradesh","Vidisha","730.2","109.61","7.68","41.72","2.82","24.87","1.63","4.12","538.92","1059.83","196.66"
"40","1966","6","Madhya Pradesh","Betul","1007.8","418.6","26.6","40.2","57.3","22.9","39.3","25.0","377.8","403.3","106.75"
"40","1967","6","Madhya Pradesh","Betul","1007.8","418.3","26.5","40.7","57.1","25.0","36.1","22.8","381.2","406.3","106.58"
"40","1968","6","Madhya Pradesh","Betul","1007.8","418.5","26.5","41.4","55.1","25.1","32.6","20.1","388.3","416.1","107.16"
"40","1969","6","Madhya Pradesh","Betul","1007.8","417.9","26.8","39.5","53.0","24.7","30.0","20.0","395.0","424.0","107.34"
"40","1970","6","Madhya Pradesh","Betul","1007.8","417.4","26.3","41.6","51.0","22.9","30.0","22.0","396.0","428.0","108.08"
"40","1971","6","Madhya Pradesh","Betul","1008.0","417.9","27.0","41.0","49.0","22.4","29.0","18.0","403.0","440.0","109.18"
"40","1972","6","Madhya Pradesh","Betul","1008.0","417.0","26.0","42.0","48.0","22.2","32.0","23.0","398.0","426.0","107.04"
"40","1973","6","Madhya Pradesh","Betul","1008.0","416.0","26.0","42.0","48.0","21.5","34.0","30.0","390.0","423.0","108.46"
"40","1974","6","Madhya Pradesh","Betul","1008.0","420.0","26.0","41.0","46.0","23.2","25.0","35.0","392.0","430.0","109.69"
"40","1975","6","Madhya Pradesh","Betul","1008.0","416.0","27.0","42.0","45.0","22.0","31.5","25.0","399.6","439.7","110.04"
"40","1976","6","Madhya Pradesh","Betul","1008.0","414.0","26.0","42.0","46.0","22.0","28.0","31.0","399.0","443.0","111.03"
"40","1977","6","Madhya Pradesh","Betul","1007.8","413.0","26.0","43.0","43.0","21.0","34.0","25.0","403.5","453.6","112.42"
"40","1978","6","Madhya Pradesh","Betul","1007.8","411.0","25.8","43.4","43.8","21.3","34.5","39.8","388.0","433.0","111.6"
"40","1979","6","Madhya Pradesh","Betul","1007.8","409.5","25.7","43.8","44.6","21.9","41.9","36.8","383.7","434.6","113.27"
"40","1980","6","Madhya Pradesh","Betul","1007.8","408.6","25.7","44.6","45.1","20.8","46.6","38.2","378.3","418.7","110.68"
"40","1981","6","Madhya Pradesh","Betul","1007.8","408.6","25.6","43.6","43.9","22.2","45.5","32.0","386.5","433.9","112.26"
"40","1982","6","Madhya Pradesh","Betul","1007.8","408.4","25.6","43.9","43.7","22.3","40.1","28.7","395.2","450.1","113.89"
"40","1983","6","Madhya Pradesh","Betul","1007.8","407.8","25.5","43.8","44.2","22.1","38.0","29.6","396.8","458.8","115.63"
"40","1984","6","Madhya Pradesh","Betul","1007.8","407.6","25.5","44.1","44.8","21.8","35.5","28.2","400.2","466.8","116.64"
"40","1985","6","Madhya Pradesh","Betul","1007.8","405.4","27.5","44.8","43.8","20.2","32.1","26.7","407.3","478.5","117.48"
